Testing_Date,Province,Province_Code,District,District_Code,Locality,Locality_Code,Financing,Type,Total_Tests,Positive_Cases
2020-05-07,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,155,36
2020-05-07,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,28,6
2020-05-07,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,12,1
2020-05-07,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,13,0
2020-05-07,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,78,2
2020-05-07,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,12,0
2020-05-07,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,12,0
2020-05-07,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Social Security,1,0
2020-05-07,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,378,5
2020-05-07,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,27,4
2020-05-07,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Private,Private,4,0
2020-05-07,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,1,0
2020-05-07,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,10,1
2020-05-07,Chaco,22,General Güemes,63,JUAN JOSE CASTELLI,60,Public,Provincial,2,0
2020-05-07,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,6,0
2020-05-07,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,33,0
2020-05-07,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Private,Private,21,4
2020-05-07,Salta,66,Capital City,28,SALTA,50,Public,Provincial,68,0
2020-05-07,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,40,3
2020-05-07,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Private,Private,2,0
2020-05-07,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,12,1
2020-05-07,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,192,48
2020-05-07,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,28,0
2020-05-07,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,5,0
2020-05-07,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,37,4
2020-05-07,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,96,6
2020-05-07,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,29,1
2020-05-07,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,104,0
2020-05-07,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,8,1
2020-05-07,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,1,0
2020-05-07,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,50,7
2020-05-07,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,68,17
2020-05-07,Chubut,26,Biedma,7,PUERTO MADRYN,20,Private,Private,3,0
2020-05-07,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,6,0
2020-05-07,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,7,1
2020-05-07,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,115,0
2020-05-07,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,1,0
2020-05-07,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,1,1
2020-05-07,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,219,26
2020-05-07,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,18,0
2020-05-07,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,7,1
2020-05-07,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,8,0
2020-05-07,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,15,1
2020-05-07,CABA,2,COMUNA 15,15,AGRONOMIA,10,Public,Public University,1,0
2020-05-07,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,49,0
2020-05-07,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,31,1
2020-05-07,CABA,2,COMUNA 06,6,CABALLITO,10,Private,Private,4,0
2020-05-07,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,22,0
2020-05-07,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,5,0
2020-05-07,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,2,0
2020-05-07,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,5,0
2020-05-07,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,2,0
2020-05-07,Mendoza,50,Guaymallén,28,VILLA NUEVA,20,Private,Social Security,1,0
2020-05-07,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,170,26
2020-05-07,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,16,0
2020-05-07,Buenos Aires,6,La Matanza,427,RAMOS MEJIA,10,Private,Private,1,0
2020-05-07,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Public,Provincial,1,0
2020-05-07,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,6,0
2020-05-07,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,80,28
2020-05-07,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,36,5
2020-05-07,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,19,0
2020-05-07,CABA,2,COMUNA 01,1,SAN TELMO,10,Private,Private,1,0
2020-05-07,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,33,9
2020-05-07,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,73,0
2020-05-07,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,7,0
2020-05-07,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,58,12
2020-05-07,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,49,7
2020-05-07,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,32,12
2020-05-08,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,28,0
2020-05-08,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,21,4
2020-05-08,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Private,Private,7,0
2020-05-08,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,30,1
2020-05-08,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,6,0
2020-05-08,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,35,0
2020-05-08,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,6,0
2020-05-08,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,21,6
2020-05-08,CABA,2,COMUNA 01,1,SAN TELMO,10,Private,Private,46,5
2020-05-08,Río Negro,62,General Roca,42,CIPOLLETTI,400,Public,Provincial,3,0
2020-05-08,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Private,Private,1,0
2020-05-08,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Public,Municipal,1,1
2020-05-08,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,5,0
2020-05-08,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,4,0
2020-05-08,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,202,9
2020-05-08,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,17,0
2020-05-08,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,64,2
2020-05-08,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,8,0
2020-05-08,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,83,27
2020-05-08,Salta,66,Capital City,28,SALTA,50,Public,Provincial,50,0
2020-05-08,Buenos Aires,6,Mercedes,532,MERCEDES,20,Public,Provincial,2,0
2020-05-08,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Private,Private,3,0
2020-05-08,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,26,0
2020-05-08,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,5,0
2020-05-08,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,4,0
2020-05-08,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,7,0
2020-05-08,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,28,2
2020-05-08,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,9,0
2020-05-08,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,4,0
2020-05-08,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,3,0
2020-05-08,CABA,2,COMUNA 13,13,COLEGIALES,10,Private,Private,1,0
2020-05-08,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,14,1
2020-05-08,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,17,2
2020-05-08,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,21,3
2020-05-08,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,11,1
2020-05-08,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,12,1
2020-05-08,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,290,50
2020-05-08,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,25,7
2020-05-08,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,130,0
2020-05-08,CABA,2,COMUNA 06,6,CABALLITO,10,Private,Private,16,0
2020-05-08,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,18,0
2020-05-08,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,7,0
2020-05-08,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,2,0
2020-05-08,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,13,3
2020-05-08,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,13,1
2020-05-08,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,26,1
2020-05-08,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,9,1
2020-05-08,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,4,0
2020-05-08,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,1,0
2020-05-08,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,1,1
2020-05-08,Mendoza,50,Guaymallén,28,VILLA NUEVA,20,Private,Social Security,1,0
2020-05-08,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,3,0
2020-05-08,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,239,56
2020-05-08,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,11,1
2020-05-08,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,23,3
2020-05-08,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,9,0
2020-05-08,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,56,16
2020-05-08,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,6,0
2020-05-08,Buenos Aires,6,Tandil,791,TANDIL,50,Public,Public University,2,0
2020-05-08,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,101,0
2020-05-08,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,135,36
2020-05-08,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,16,1
2020-05-08,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,94,18
2020-05-08,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,3,0
2020-05-08,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,11,0
2020-05-08,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,7,0
2020-05-08,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,7,0
2020-05-08,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,34,9
2020-05-08,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,102,11
2020-05-08,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,6,0
2020-05-08,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,9,0
2020-05-08,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,70,7
2020-05-08,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,24,6
2020-05-08,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,30,5
2020-05-08,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,41,2
2020-05-08,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,46,11
2020-05-08,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,9,1
2020-05-08,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,42,2
2020-05-08,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,44,2
2020-05-08,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,37,0
2020-05-08,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,66,1
2020-05-08,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,20,2
2020-05-08,Chubut,26,Futaleufú,35,ESQUEL,30,Public,Provincial,2,0
2020-05-09,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,13,0
2020-05-09,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,200,17
2020-05-09,Salta,66,Capital City,28,SALTA,50,Public,Provincial,64,0
2020-05-09,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,123,35
2020-05-09,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,48,5
2020-05-09,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Private,Private,1,1
2020-05-09,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,8,2
2020-05-09,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,39,3
2020-05-09,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,13,0
2020-05-09,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,31,10
2020-05-09,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,6,0
2020-05-09,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,84,31
2020-05-09,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Private,Private,1,0
2020-05-09,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,218,39
2020-05-09,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,60,0
2020-05-09,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,27,0
2020-05-09,Río Negro,62,General Roca,42,CIPOLLETTI,400,Public,Provincial,1,0
2020-05-09,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,47,0
2020-05-09,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,28,3
2020-05-09,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,7,0
2020-05-09,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,1,0
2020-05-09,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,34,0
2020-05-09,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Private,Private,1,1
2020-05-09,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,8,0
2020-05-09,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,2,1
2020-05-09,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,17,2
2020-05-09,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,1,0
2020-05-09,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,1,0
2020-05-09,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,24,2
2020-05-09,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,76,9
2020-05-09,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,48,2
2020-05-09,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,67,5
2020-05-09,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,12,0
2020-05-09,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,4,0
2020-05-09,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,28,2
2020-05-09,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,24,2
2020-05-09,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,1,0
2020-05-09,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,18,0
2020-05-09,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,2,1
2020-05-09,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,10,0
2020-05-09,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,7,2
2020-05-09,CABA,2,COMUNA 01,1,CONSTITUCION,10,Public,National,1,0
2020-05-09,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,3,0
2020-05-09,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,47,6
2020-05-09,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,148,55
2020-05-09,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,57,51
2020-05-09,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,55,1
2020-05-09,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,2,0
2020-05-09,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,1,0
2020-05-09,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,31,1
2020-05-09,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,54,0
2020-05-09,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,2,0
2020-05-09,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,34,3
2020-05-09,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,101,0
2020-05-09,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,47,0
2020-05-09,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,18,0
2020-05-09,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,22,7
2020-05-09,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,14,0
2020-05-09,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,15,1
2020-05-09,Córdoba,14,Colón,21,COLONIA CAROYA,50,Public,Municipal,1,0
2020-05-09,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,33,2
2020-05-09,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,24,0
2020-05-09,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,265,13
2020-05-09,Córdoba,14,General Roca,35,HUINCA RENANCO,40,Public,Provincial,1,0
2020-05-09,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,4,0
2020-05-09,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,4,0
2020-05-09,Buenos Aires,6,General San Martín,371,VILLA BALLESTER,10,Private,Private,1,0
2020-05-09,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,4,0
2020-05-09,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,15,1
2020-05-09,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,14,3
2020-05-09,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Private,Private,7,0
2020-05-09,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,14,1
2020-05-09,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,9,0
2020-05-10,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,23,1
2020-05-10,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,18,1
2020-05-10,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,52,0
2020-05-10,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,16,2
2020-05-10,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,16,6
2020-05-10,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,1,0
2020-05-10,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,54,5
2020-05-10,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,3,0
2020-05-10,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,54,3
2020-05-10,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,5,0
2020-05-10,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,157,29
2020-05-10,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,7,0
2020-05-10,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,55,4
2020-05-10,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,18,0
2020-05-10,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,3,0
2020-05-10,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,98,26
2020-05-10,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Public University,1,0
2020-05-10,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,4,0
2020-05-10,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,40,8
2020-05-10,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,5,0
2020-05-10,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,26,1
2020-05-10,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,2,0
2020-05-10,Buenos Aires,6,Tandil,791,TANDIL,50,Public,Public University,1,0
2020-05-10,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,4,0
2020-05-10,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,10,0
2020-05-10,La Rioja,46,Chilecito ,42,CHILECITO,10,Public,Provincial,1,0
2020-05-10,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,1,0
2020-05-10,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,2,0
2020-05-10,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,24,1
2020-05-10,CABA,2,COMUNA 14,14,PALERMO,10,Public,Municipal,1,0
2020-05-10,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,316,18
2020-05-10,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Private,Private,3,1
2020-05-10,CABA,2,COMUNA 14,14,PALERMO,10,Public,Armed forces,1,0
2020-05-10,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,11,1
2020-05-10,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,1,0
2020-05-10,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,20,0
2020-05-10,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,38,7
2020-05-10,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,80,0
2020-05-10,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,Provincial,3,0
2020-05-10,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,5,0
2020-05-10,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,6,0
2020-05-10,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,1,0
2020-05-10,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,9,0
2020-05-10,CABA,2,COMUNA 07,7,FLORES,10,Public,Municipal,1,0
2020-05-10,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,120,59
2020-05-10,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,155,41
2020-05-10,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,8,0
2020-05-10,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,56,0
2020-05-10,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,158,26
2020-05-10,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,27,0
2020-05-10,Salta,66,Capital City,28,SALTA,50,Public,Provincial,44,0
2020-05-10,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,25,6
2020-05-10,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,16,0
2020-05-11,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,35,0
2020-05-11,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,20,0
2020-05-11,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,17,0
2020-05-11,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,6,0
2020-05-11,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Public,Municipal,18,2
2020-05-11,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,9,6
2020-05-11,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,50,0
2020-05-11,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,89,0
2020-05-11,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,18,1
2020-05-11,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,81,11
2020-05-11,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,18,0
2020-05-11,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,15,0
2020-05-11,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,150,31
2020-05-11,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,12,0
2020-05-11,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Public,Provincial,6,0
2020-05-11,Chubut,26,Biedma,7,PUERTO MADRYN,20,Private,Private,2,0
2020-05-11,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,Provincial,6,0
2020-05-11,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,23,6
2020-05-11,CABA,2,COMUNA 01,1,SAN TELMO,10,Private,Private,13,0
2020-05-11,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,30,14
2020-05-11,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,9,0
2020-05-11,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,10,0
2020-05-11,Salta,66,Grl. José de San Martín,56,AGUARAY,10,Public,Provincial,3,0
2020-05-11,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,94,8
