Testing_Date,Province,Province_Code,District,District_Code,Locality,Locality_Code,Financing,Type,Total_Tests,Positive_Cases
2020-05-03,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Private,Private,1,1
2020-05-03,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,125,3
2020-05-03,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,23,2
2020-05-03,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,4,0
2020-05-03,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,158,32
2020-05-03,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,114,12
2020-05-03,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,1,0
2020-05-03,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,12,11
2020-05-03,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,37,3
2020-05-03,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,17,0
2020-05-03,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,32,4
2020-05-03,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,8,0
2020-05-03,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,30,0
2020-05-03,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,16,1
2020-05-03,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,11,0
2020-05-03,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,14,0
2020-05-03,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,78,5
2020-05-03,Salta,66,Capital City,28,SALTA,50,Public,Provincial,31,1
2020-05-03,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,1,1
2020-05-03,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,1,0
2020-05-03,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,66,6
2020-05-03,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,8,0
2020-05-03,Córdoba,14,Presidente Roque Sáenz Peña,84,LABOULAYE,30,Public,Provincial,1,0
2020-05-03,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,11,0
2020-05-03,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,14,0
2020-05-03,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,3,0
2020-05-03,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,13,4
2020-05-03,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,57,12
2020-05-03,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,2,0
2020-05-03,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,20,1
2020-05-03,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,1,0
2020-05-03,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,12,0
2020-05-03,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,57,29
2020-05-03,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,5,0
2020-05-03,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,1,0
2020-05-03,Río Negro,62,General Roca,42,CIPOLLETTI,400,Private,Private,1,0
2020-05-03,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,1,0
2020-05-03,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Public,Provincial,2,0
2020-05-03,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,37,5
2020-05-03,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,22,4
2020-05-03,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,33,0
2020-05-03,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,77,4
2020-05-03,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,242,12
2020-05-03,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,70,0
2020-05-03,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,6,0
2020-05-04,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,1,0
2020-05-04,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,24,0
2020-05-04,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,1,0
2020-05-04,San Luis,74,La Capital,56,SAN LUIS,150,Public,Provincial,13,0
2020-05-04,Chubut,26,Biedma,7,PUERTO MADRYN,20,Private,Private,11,0
2020-05-04,Salta,66,Capital City,28,SALTA,50,Public,Provincial,5,0
2020-05-04,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,18,0
2020-05-04,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,34,3
2020-05-04,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,26,1
2020-05-04,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,11,0
2020-05-04,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Private,Private,1,0
2020-05-04,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,32,0
2020-05-04,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,16,1
2020-05-04,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,22,0
2020-05-04,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,68,0
2020-05-04,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,22,0
2020-05-04,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,8,0
2020-05-04,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,9,1
2020-05-04,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,2,1
2020-05-04,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,29,3
2020-05-04,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,94,8
2020-05-04,CABA,2,COMUNA 01,1,SAN TELMO,10,Private,Private,23,4
2020-05-04,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,38,0
2020-05-04,Buenos Aires,6,Tigre,805,TIGRE,10,Public,Municipal,1,0
2020-05-04,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,219,21
2020-05-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,74,5
2020-05-04,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,5,0
2020-05-04,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,29,6
2020-05-04,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,16,2
2020-05-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,31,1
2020-05-04,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,1,0
2020-05-04,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,17,1
2020-05-04,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,32,0
2020-05-04,Buenos Aires,6,Tandil,791,TANDIL,50,Public,Public University,4,0
2020-05-04,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,16,1
2020-05-04,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,221,26
2020-05-04,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,3,0
2020-05-04,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,49,1
2020-05-04,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,14,2
2020-05-04,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,5,0
2020-05-04,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,66,22
2020-05-04,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,54,10
2020-05-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,63,6
2020-05-04,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,79,0
2020-05-04,La Pampa,42,Maracó,105,GENERAL PICO,30,Public,Provincial,2,0
2020-05-04,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,14,0
2020-05-04,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,30,0
2020-05-04,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,58,0
2020-05-04,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,8,0
2020-05-04,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Private,Private,3,0
2020-05-04,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,13,2
2020-05-04,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,34,3
2020-05-04,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,2,0
2020-05-04,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,60,8
2020-05-04,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,5,0
2020-05-04,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,25,3
2020-05-04,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,17,2
2020-05-04,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,2,0
2020-05-04,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,16,0
2020-05-04,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,52,6
2020-05-04,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,85,4
2020-05-04,CABA,2,COMUNA 03,3,BALVANERA,10,Public,Provincial,1,1
2020-05-04,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,56,12
2020-05-04,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,4,0
2020-05-04,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Public,Provincial,10,0
2020-05-04,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Public,Municipal,2,0
2020-05-04,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,15,6
2020-05-04,CABA,2,COMUNA 01,1,CONSTITUCION,10,Public,National,1,1
2020-05-04,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,123,2
2020-05-04,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,28,2
2020-05-04,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,11,0
2020-05-04,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,21,0
2020-05-04,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,14,0
2020-05-04,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,15,7
2020-05-04,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,3,0
2020-05-04,Buenos Aires,6,Mercedes,532,MERCEDES,20,Public,Provincial,3,0
2020-05-04,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,6,0
2020-05-04,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,18,0
2020-05-04,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,31,1
2020-05-04,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,6,1
2020-05-05,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,27,0
2020-05-05,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Private,Private,5,0
2020-05-05,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,26,2
2020-05-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,216,32
2020-05-05,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,5,1
2020-05-05,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Public,Municipal,3,0
2020-05-05,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,8,1
2020-05-05,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,23,5
2020-05-05,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,47,5
2020-05-05,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,2,0
2020-05-05,Salta,66,Capital City,28,SALTA,50,Public,Provincial,7,0
2020-05-05,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,1,0
2020-05-05,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,46,10
2020-05-05,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Private,Private,13,1
2020-05-05,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,36,2
2020-05-05,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Private,Private,21,5
2020-05-05,Buenos Aires,6,La Plata,441,LA PLATA,30,Private,Private,1,0
2020-05-05,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,17,2
2020-05-05,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,5,0
2020-05-05,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,111,39
2020-05-05,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,2,0
2020-05-05,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,99,14
2020-05-05,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Public,Provincial,12,0
2020-05-05,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,25,1
2020-05-05,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,63,1
2020-05-05,CABA,2,COMUNA 01,1,SAN TELMO,10,Private,Private,11,3
2020-05-05,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,31,1
2020-05-05,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,29,3
2020-05-05,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,10,1
2020-05-05,Córdoba,14,Tercero Arriba,161,OLIVA,110,Public,Provincial,1,0
2020-05-05,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,31,5
2020-05-05,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,10,0
2020-05-05,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,183,33
2020-05-05,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,20,4
2020-05-05,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,19,0
2020-05-05,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,278,47
2020-05-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,60,12
2020-05-05,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,7,1
2020-05-05,Buenos Aires,6,Azul,49,AZUL,20,Public,Provincial,7,0
2020-05-05,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,89,0
2020-05-05,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,3,1
2020-05-05,Buenos Aires,6,Mercedes,532,MERCEDES,20,Public,Provincial,1,0
2020-05-05,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,4,0
2020-05-05,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,56,0
2020-05-05,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,7,0
2020-05-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,34,2
2020-05-05,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,21,2
2020-05-05,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,81,3
2020-05-05,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,349,9
2020-05-05,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,2,0
2020-05-05,Río Negro,62,Bariloche,21,EL BOLSON,30,Public,Provincial,1,0
2020-05-05,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,22,2
2020-05-05,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,61,5
2020-05-05,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,23,1
2020-05-05,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,27,7
2020-05-05,Catamarca,10,Capital City,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Public,Provincial,12,0
2020-05-05,Chubut,26,Futaleufú,35,ESQUEL,30,Public,Provincial,1,0
2020-05-05,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,17,2
2020-05-05,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,2,1
2020-05-05,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,23,1
2020-05-05,La Pampa,42,Maracó,105,GENERAL PICO,30,Public,Provincial,1,0
2020-05-05,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,32,1
2020-05-05,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,20,1
2020-05-05,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,32,10
2020-05-05,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,6,0
2020-05-05,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,7,0
2020-05-05,Río Negro,62,General Roca,42,CIPOLLETTI,400,Private,Private,1,1
2020-05-05,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,2,0
2020-05-05,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Public,National,10,2
2020-05-05,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,39,4
2020-05-05,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,16,0
2020-05-05,San Juan,70,Rivadavia,84,RIVADAVIA,10,Public,Provincial,6,0
2020-05-05,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,95,10
2020-05-05,Salta,66,Capital City,28,SALTA,50,Private,Private,2,0
2020-05-05,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,11,1
2020-05-05,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,4,0
2020-05-05,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,10,1
2020-05-05,La Rioja,46,Capital City,14,LA RIOJA,10,Private,Private,1,0
2020-05-05,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,91,0
2020-05-05,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,112,5
2020-05-05,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,63,2
2020-05-05,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,36,10
2020-05-05,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,5,0
2020-05-05,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,2,2
2020-05-05,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,68,0
2020-05-06,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Armed forces,60,2
2020-05-06,Buenos Aires,6,La Matanza,427,RAMOS MEJIA,10,Private,Private,1,0
2020-05-06,CABA,2,COMUNA 01,1,SAN TELMO,10,Private,Private,32,5
2020-05-06,CABA,2,COMUNA 07,7,FLORES,10,Private,Private,15,5
2020-05-06,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,42,5
2020-05-06,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,17,0
2020-05-06,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Public,National,21,0
2020-05-06,Mendoza,50,Capital City,7,7A. SECCION,10,Public,Provincial,1,0
2020-05-06,CABA,2,COMUNA 01,1,CONSTITUCION,10,Private,Private,66,0
2020-05-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Municipal,60,18
2020-05-06,Chubut,26,Biedma,7,PUERTO MADRYN,20,Private,Private,6,0
2020-05-06,Salta,66,Capital City,28,SALTA,50,Public,Provincial,17,0
2020-05-06,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Public,Municipal,7,0
2020-05-06,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Private,Private,1,0
2020-05-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Private,Private,16,3
2020-05-06,CABA,2,COMUNA 01,1,RETIRO,10,Private,Private,23,3
2020-05-06,Santa Fe,82,Rosario,84,ROSARIO,270,Public,Municipal,89,0
2020-05-06,CABA,2,COMUNA 03,3,SAN CRISTOBAL,10,Private,Private,1,0
2020-05-06,Chaco,22,San Fernando,140,RESISTENCIA,60,Public,Provincial,132,24
2020-05-06,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,9,1
2020-05-06,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Public,Provincial,1,0
2020-05-06,Tucumán,90,Capital City,84,SAN MIGUEL DE TUCUMAN,10,Public,Provincial,36,0
2020-05-06,CABA,2,COMUNA 04,4,BARRACAS,10,Private,Private,11,0
2020-05-06,CABA,2,COMUNA 04,4,BARRACAS,10,Public,Municipal,22,1
2020-05-06,Córdoba,14,Capital City,14,CORDOBA,10,Public,Provincial,416,4
2020-05-06,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Public University,223,31
2020-05-06,Buenos Aires,6,Avellaneda,35,WILDE,10,Public,Provincial,39,3
2020-05-06,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Private,2,0
2020-05-06,Entre Ríos,30,Paraná,84,PARANA,160,Public,Provincial,13,0
2020-05-06,Neuquén,58,Confluencia,35,NEUQUEN,70,Private,Private,1,0
2020-05-06,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Public,Municipal,62,4
2020-05-06,Buenos Aires,6,Quilmes,658,BERNAL,10,Public,National,49,7
2020-05-06,Misiones,54,Capital City,28,POSADAS (MUNICIPIO DE POSADAS),30,Public,Provincial,20,0
2020-05-06,CABA,2,COMUNA 03,3,BALVANERA,10,Private,Social Security,1,0
2020-05-06,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,55,0
2020-05-06,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Private,Private,9,3
2020-05-06,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,7,0
2020-05-06,Córdoba,14,Capital City,14,CORDOBA,10,Private,Private,9,0
2020-05-06,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Public,Provincial,29,0
2020-05-06,CABA,2,COMUNA 02,2,RECOLETA,10,Private,Private,220,26
2020-05-06,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Public,Provincial,27,3
2020-05-06,Chubut,26,Rawson,77,TRELEW,40,Public,Provincial,5,0
2020-05-06,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Public,Provincial,10,1
2020-05-06,Buenos Aires,6,Vicente López,861,OLIVOS,10,Private,Private,1,0
2020-05-06,CABA,2,COMUNA 05,5,ALMAGRO,10,Private,Private,37,6
2020-05-06,Río Negro,62,General Roca,42,GENERAL ROCA,450,Private,Private,1,1
2020-05-06,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Provincial,100,10
2020-05-06,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,2,0
2020-05-06,Chubut,26,Futaleufú,35,ESQUEL,30,Public,Provincial,3,0
2020-05-06,Neuquén,58,Confluencia,35,NEUQUEN,70,Public,Provincial,22,3
2020-05-06,Río Negro,62,General Roca,42,VILLA REGINA,560,Public,Provincial,3,1
2020-05-06,La Rioja,46,Capital City,14,LA RIOJA,10,Public,Provincial,18,1
2020-05-06,Buenos Aires,6,La Plata,441,LA PLATA,30,Public,Public University,3,3
2020-05-06,Mendoza,50,Capital City,7,3A. SECCION,10,Public,Provincial,2,0
2020-05-06,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,58,8
2020-05-06,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Private,Private,8,7
2020-05-06,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,20,1
2020-05-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,Armed forces,33,1
2020-05-06,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,36,16
2020-05-06,Santa Fe,82,La Capital,63,SANTA FE,170,Public,Provincial,10,0
2020-05-06,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Public,Provincial,54,0
2020-05-06,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Public,Provincial,71,3
2020-05-06,Santiago del Estero,86,Capital City,49,SANTIAGO DEL ESTERO,110,Public,Provincial,16,0
2020-05-06,La Pampa,42,Capital City,21,SANTA ROSA,20,Public,Provincial,6,0
2020-05-06,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Private,Private,8,2
2020-05-06,CABA,2,COMUNA 04,4,PARQUE PATRICIOS,10,Public,National,247,72
2020-05-06,CABA,2,COMUNA 02,2,RECOLETA,10,Public,Municipal,71,23
2020-05-06,Río Negro,62,General Roca,42,GENERAL ROCA,450,Public,Provincial,2,2
2020-05-06,San Juan,70,Capital City,28,SAN JUAN,10,Public,Provincial,1,0
2020-05-06,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Private,Private,7,0
2020-05-06,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Public,Provincial,4,0
2020-05-06,Santa Fe,82,Rosario,84,ROSARIO,270,Private,Private,19,0
2020-05-06,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,1,0
2020-05-06,Formosa,34,Formosa,14,FORMOSA,20,Public,Provincial,19,0
2020-05-06,CABA,2,COMUNA 14,14,PALERMO,10,Private,Private,49,0
2020-05-06,CABA,2,COMUNA 06,6,CABALLITO,10,Public,Municipal,29,13
2020-05-06,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Public,National,19,2
2020-05-06,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,2,0
2020-05-06,Corrientes,18,Capital City,21,CORRIENTES,20,Public,Provincial,18,4
2020-05-07,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Private,Private,31,6
2020-05-07,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Private,Mixed,43,8
2020-05-07,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Public,National,11,0
2020-05-07,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Public,Municipal,10,0
2020-05-07,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Public,Provincial,2,0
2020-05-07,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Private,Private,51,36
2020-05-07,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Public,National,35,6
2020-05-07,Buenos Aires,6,Junín,413,JUNIN,50,Public,Provincial,19,2
2020-05-07,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Private,Private,2,0
2020-05-07,CABA,2,COMUNA 05,5,BOEDO,10,Private,Private,56,0
2020-05-07,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Public,Provincial,18,2
2020-05-07,CABA,2,COMUNA 13,13,BELGRANO,10,Private,Private,5,0
2020-05-07,Santa Fe,82,General López,42,VENADO TUERTO,290,Private,Private,4,0
